,Unnamed: 0,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target,cleaned
336,370,6.82E+17,6.82E+17,12/29/2015,bobbyjobe,After marathoning Chuck on Netflix I've finally finished it and now I'm depressed. Damn you  !!!  ?,"['#zacharylevi', '#depressed', '#whatdoidonow']",After marathoning Chuck on Netflix I've finally finished it and now I'm depressed. Damn you #ZacharyLevi !!! #depressed #WhatDoIDoNow?,0,After marathoning Chuck on Netflix I've finally finished it and now I'm depressed. Damn you  !  ?
337,377,6.82E+17,6.82E+17,12/28/2015,realtuesdayray,If Only he loved Enuff to make me feel happy,"['#unhappy', '#depressed']",If Only he loved Enuff to make me feel happy #Unhappy #Depressed,0,If Only he loved Enuff to make me feel happy
338,378,6.82E+17,6.82E+17,12/28/2015,asvp__jr,Damn I don't wanna go to work. :(  lmao,['#depressed'],Damn I don't wanna go to work. :( #depressed lmao,0,Damn I don't wanna go to work. :(  lmao
339,383,6.82E+17,6.82E+17,12/28/2015,michalaudrey,Operation hang out at the Cleveland airport today.,"['#nowyoucangobackhome', '#depressed']",Operation hang out at the Cleveland airport today. #nowyoucangobackhome #depressed,0,Operation hang out at the Cleveland airport today.
340,384,6.82E+17,6.82E+17,12/28/2015,earlnoahbernsby,Is it possible that universal justice & equality are simply un-realizable under the current regime? Is there no hope??,"['#depressed', '#tamirrice']",Is it possible that universal justice & equality are simply un-realizable under the current regime? Is there no hope?? #Depressed #TamirRice,0,Is it possible that universal justice & equality are simply un-realizable under the current regime? Is there no hope??
341,386,6.82E+17,6.82E+17,12/28/2015,mariahlynn219,I finished Game of Thrones last night.....what am I gonna do with my life until April ?,['#depressed'],I finished Game of Thrones last night.....what am I gonna do with my life until April ? #depressed,0,I finished Game of Thrones last night.what am I gonna do with my life until April ?
342,387,6.82E+17,6.82E+17,12/28/2015,angel_is_dead,I guess I hurt everyoneI guess I'm just fucking liari can't take it anymore,['#depressed'],I guess I hurt everyoneI guess I'm just fucking liari can't take it anymore #depressed,1,I guess I hurt everyoneI guess I'm just fucking liari can't take it anymore
343,388,6.82E+17,6.82E+17,12/28/2015,amyyyharding,"Watching the Victoria secret fashion show was an error, never want to eat again  ","['#depressed', '#bodiestodiefor']","Watching the Victoria secret fashion show was an error, never want to eat again #depressed #bodiestodiefor",0,"Watching the Victoria secret fashion show was an error, never want to eat again  "
344,389,6.82E+17,6.82E+17,12/28/2015,angel_is_dead,I hate my lifeit never going get betterdepression is hellI feel no one understand meI only understand myself,['#depressed'],I hate my lifeit never going get betterdepression is hellI feel no one understand meI only understand myself #depressed,1,I hate my lifeit never going get betterdepression is hellI feel no one understand meI only understand myself
345,391,6.82E+17,6.82E+17,12/28/2015,teeganwatkins1,Why don't people listen?,"['#depressed', '#sucksass', '#ineedtomanup']",Why don't people listen? #depressed #sucksass #ineedtomanup,1,Why don't people listen?
346,394,6.82E+17,6.82E+17,12/28/2015,nathanmaes97,Honestly I wish I could be chilling with my bro right now.. ????????,['#depressed'],Honestly I wish I could be chilling with my bro right now.. ???????? #depressed,0,Honestly I wish I could be chilling with my bro right now.. ?
347,395,6.82E+17,6.82E+17,12/28/2015,pcosscotsgirl,These overwhelming emotions are too much,"['#depressed', '#crying', '#pcos']",These overwhelming emotions are too much #depressed #crying #pcos,1,These overwhelming emotions are too much
348,397,6.82E+17,6.82E+17,12/28/2015,georgelepaws1,Here he is again  can't bear him and he's stolen my sofa   pic.twitter.com/d7Goi5D2pZ,"['#rivalformyhumansaffections', '#depressed']",Here he is again #rivalformyhumansaffections can't bear him and he's stolen my sofa #depressed  pic.twitter.com/d7Goi5D2pZ,0,Here he is again  can't bear him and he's stolen my sofa 
349,399,6.82E+17,6.82E+17,12/28/2015,angel_is_dead,My friendknows how to make me feel happyhe's so kind,"['#depressed', '#feelinglittlebetter']",My friendknows how to make me feel happyhe's so kind #depressed #feelinglittlebetter,0,My friendknows how to make me feel happyhe's so kind
350,407,6.82E+17,6.82E+17,12/28/2015,richardwiddows,I've been impressed by Karanka at Middlesbrough. Of course we'll stick with Martinez until he decides to leave. Becoming,['#depressed'],I've been impressed by Karanka at Middlesbrough. Of course we'll stick with Martinez until he decides to leave. Becoming #depressed,0,I've been impressed by Karanka at Middlesbrough. Of course we'll stick with Martinez until he decides to leave. Becoming
351,408,6.82E+17,6.82E+17,12/28/2015,marjieuana,"Well, the good thing is that I don't cut myself anymore tho. ",['#depressed'],"Well, the good thing is that I don't cut myself anymore tho. #depressed",0,"Well, the good thing is that I don't cut myself anymore tho. "
352,413,6.82E+17,6.82E+17,12/28/2015,roscoiow,"Squad of donkeys, managed by an idiot, owned by a C***. Down + Out before we get to 2016  ","['#avfc', '#depressed']","Squad of donkeys, managed by an idiot, owned by a C***. Down + Out before we get to 2016 #Avfc #Depressed",0,"Squad of donkeys, managed by an idiot, owned by a C*. Down + Out before we get to 2016  "
353,417,6.82E+17,6.82E+17,12/28/2015,klskn99,Wait. Dont you think that the scarves are actually teaser?,"['#depressed', '#teamwinner']",Wait. Dont you think that the scarves are actually teaser? #depressed #TeamWINNER,0,Wait. Dont you think that the scarves are actually teaser?
354,418,6.82E+17,6.82E+17,12/28/2015,holte_ender1966,No matter how much you tell yourself that you've accepted relegation it takes a day like today to prove that you haven't,"['#avfc', '#depressed']",No matter how much you tell yourself that you've accepted relegation it takes a day like today to prove that you haven't #avfc #depressed,0,No matter how much you tell yourself that you've accepted relegation it takes a day like today to prove that you haven't
355,427,6.81E+17,6.81E+17,12/28/2015,crankyashley,brains have some of the most tiring dreams. Maybe because they're some of the most vivid?,['#depressed'],#Depressed brains have some of the most tiring dreams. Maybe because they're some of the most vivid?,0,brains have some of the most tiring dreams. Maybe because they're some of the most vivid?
356,428,6.81E+17,6.81E+17,12/28/2015,ocdtrudy,Achieved none of things I'd planned to do over holiday period. Can't get motivated & to be honest don't see the point.,"['#exhausted', '#depressed']",Achieved none of things I'd planned to do over holiday period. Can't get motivated & to be honest don't see the point. #exhausted #depressed,1,Achieved none of things I'd planned to do over holiday period. Can't get motivated & to be honest don't see the point.
357,429,6.81E+17,6.81E+17,12/28/2015,brookenado,Weighing myself after the holidays was a terrible idea,['#depressed'],Weighing myself after the holidays was a terrible idea #depressed,1,Weighing myself after the holidays was a terrible idea
358,433,6.81E+17,6.81E+17,12/28/2015,sachelis,????When your days are grey and he gets the best of you.....even when you don't want to. ????,"['#attachment', '#depressed', '#unfair']",????When your days are grey and he gets the best of you.....even when you don't want to. ????#Attachment #Depressed #Unfair,1,?When your days are grey and he gets the best of you.even when you don't want to. ?
359,440,6.81E+17,6.81E+17,12/28/2015,sadanduglyteen,2AM where do i begin? crying off my face again.,['#depressed'],2AM where do i begin? crying off my face again. #depressed,1,2AM where do i begin? crying off my face again.
360,441,6.81E+17,6.81E+17,12/28/2015,d7events,What does murmuring and complaining do to our psyche?    Start thinking of what you have and say thanks you alive,['#depressed'],What does murmuring and complaining do to our psyche? #depressed   Start thinking of what you have and say thanks you alive,0,What does murmuring and complaining do to our psyche? Start thinking of what you have and say thanks you alive
361,442,6.81E+17,6.81E+17,12/28/2015,polymathical_,I wish the best to those dealing w/ an internal struggle like mine. I know how hard it can hit at times.Depression hurts.,"['#autism', '#depressed']",I wish the best to those dealing w/ an internal struggle like mine. I know how hard it can hit at times.Depression hurts. #autism #depressed,1,I wish the best to those dealing w/ an internal struggle like mine. I know how hard it can hit at times.Depression hurts.
362,446,6.81E+17,6.81E+17,12/28/2015,angel_is_dead,I'm not doing so good????I keep overthinking    pic.twitter.com/EHOToC0XWD,"['#depressed', '#crying', '#selfhate']",I'm not doing so good????I keep overthinking #depressed #crying #selfhate pic.twitter.com/EHOToC0XWD,1,I'm not doing so good?I keep overthinking 
363,447,6.81E+17,6.81E+17,12/28/2015,car0iinaa,"fuck no, rita died. I don't even wanna finish dexter ",['#depressed'],"fuck no, rita died. I don't even wanna finish dexter #depressed",0,"fuck no, rita died. I don't even wanna finish dexter "
364,456,6.81E+17,6.81E+17,12/28/2015,peaceloveabby01,I feel so fucking alone tonight I just don't even care about living right now.,"['#seasonalaffectivedisorder', '#depressed']",I feel so fucking alone tonight I just don't even care about living right now. #seasonalaffectivedisorder #depressed,1,I feel so fucking alone tonight I just don't even care about living right now.
365,458,6.81E+17,6.81E+17,12/28/2015,awakenred,How many times I went through Hell? I can't remember ???????? cause I've been there to many times,"['#depressed', '#whatilearnedin2015']",How many times I went through Hell? I can't remember ???????? cause I've been there to many times #Depressed #WhatILearnedIn2015,1,How many times I went through Hell? I can't remember ? cause I've been there to many times
366,459,6.81E+17,6.81E+17,12/28/2015,awakenred,If I don't say goodbye that means you'll see me again maybe not right away but we'll meet again,"['#depressed', '#whatilearnedin2015']",If I don't say goodbye that means you'll see me again maybe not right away but we'll meet again #Depressed #WhatILearnedIn2015,0,If I don't say goodbye that means you'll see me again maybe not right away but we'll meet again
367,460,6.81E+17,6.81E+17,12/28/2015,ginger_snap_13,Laying in bed listening to Christmas music...,"['#christmasdontgo', '#depressed']",Laying in bed listening to Christmas music... #christmasdontgo #depressed,0,Laying in bed listening to Christmas music.
0,0,8.15E+17,8.15E+17,12/31/2016,sterlovesfood,2016 was the best year so far   ,"['#salty', '#depressed']",2016 was the best year so far  #salty #depressed,0,2016 was the best year so far 
1,7,8.15E+17,8.15E+17,12/31/2016,shannonmburke91,So over new years think I'm just going to sleep into the new year.  ,"['#depressed', '#over2016']",So over new years think I'm just going to sleep into the new year. #depressed #over2016,0,So over new years think I'm just going to sleep into the new year.  
2,14,8.15E+17,8.15E+17,12/31/2016,sadstuff01,I miss her so much ???© ,['#depressed'],I miss her so much ???© #depressed,0,I miss her so much ? 
3,16,8.15E+17,8.15E+17,12/31/2016,karenkatherine1,If my life is goin to continue bein this boring then am definitely not ready for 2017 ,['#depressed'],If my life is goin to continue bein this boring then am definitely not ready for 2017 #depressed,1,If my life is goin to continue bein this boring then am definitely not ready for 2017 
4,17,8.15E+17,8.15E+17,12/31/2016,_ashes2beauty_,I get to spend New Year's home again alone and lonely. ??? ,['#depressed'],I get to spend New Year's home again alone and lonely. ??? #depressed,1,I get to spend New Year's home again alone and lonely. ? 
